ALEXA_RANK,EMPLOYEE_RANGE,INDUSTRY,id
16000001,2 to 5,"",997
16000001,"","",2505
1396520,51 to 200,"",647
16000001,2 to 5,"",2063
16000001,1,"",5101
16000001,"","",1456
16000001,1,"",2403
16000001,"","",4634
16000001,1,"",1753
2163685,11 to 25,DESIGN,2943
5366939,201 to 1000,"",497
16000001,2 to 5,"",2580
,1001 to 10000,"",4277
2346784,201 to 1000,"",3440
,1001 to 10000,"",3723
3022506,2 to 5,"",2946
16000001,2 to 5,"",1357
16000001,26 to 50,"",3770
16000001,1,"",2866
16000001,1,"",2433
1486384,51 to 200,"",310
16000001,6 to 10,"",529
16000001,2 to 5,PUBLIC_RELATIONS_AND_COMMUNICATIONS,2026
16000001,1001 to 10000,"",1050
463484,6 to 10,"",3769
16000001,201 to 1000,CONSTRUCTION,1568
16000001,2 to 5,"",2150
16000001,1,"",2742
1072594,11 to 25,"",1340
595918,6 to 10,"",2119
16000001,201 to 1000,REAL_ESTATE,1662
16000001,6 to 10,"",3518
16000001,1,"",3634
16000001,2 to 5,"",1813
15,11 to 25,Consumer Products,2288
16000001,1,"",3774
795250,6 to 10,"",755
5330252,6 to 10,HEALTH_WELLNESS_AND_FITNESS,4410
1910862,"","",3347
16000001,2 to 5,"",669
16000001,6 to 10,"",942
16000001,6 to 10,"",3539
47918,201 to 1000,HIGHER_EDUCATION,1600
3301037,1,"",940
16000001,2 to 5,"",4718
,1001 to 10000,COMPUTER_SOFTWARE,250
,1001 to 10000,COMPUTER_SOFTWARE,239
,1001 to 10000,COMPUTER_SOFTWARE,257
,1001 to 10000,COMPUTER_SOFTWARE,248
,1001 to 10000,COMPUTER_SOFTWARE,253
,1001 to 10000,COMPUTER_SOFTWARE,241
,1001 to 10000,COMPUTER_SOFTWARE,255
,1001 to 10000,COMPUTER_SOFTWARE,237
,1001 to 10000,COMPUTER_SOFTWARE,242
,1001 to 10000,COMPUTER_SOFTWARE,233
,1001 to 10000,COMPUTER_SOFTWARE,243
,1001 to 10000,COMPUTER_SOFTWARE,234
,1001 to 10000,COMPUTER_SOFTWARE,251
,1001 to 10000,COMPUTER_SOFTWARE,254
,1001 to 10000,COMPUTER_SOFTWARE,244
,1001 to 10000,COMPUTER_SOFTWARE,236
,1001 to 10000,COMPUTER_SOFTWARE,228
,1001 to 10000,COMPUTER_SOFTWARE,229
,1001 to 10000,COMPUTER_SOFTWARE,256
,1001 to 10000,COMPUTER_SOFTWARE,238
,1001 to 10000,COMPUTER_SOFTWARE,247
16000001,"","",783
,1001 to 10000,COMPUTER_SOFTWARE,245
,1001 to 10000,COMPUTER_SOFTWARE,252
,1001 to 10000,COMPUTER_SOFTWARE,249
,1001 to 10000,COMPUTER_SOFTWARE,258
,1001 to 10000,COMPUTER_SOFTWARE,240
,1001 to 10000,COMPUTER_SOFTWARE,232
,1001 to 10000,COMPUTER_SOFTWARE,246
,1001 to 10000,COMPUTER_SOFTWARE,235
,1001 to 10000,COMPUTER_SOFTWARE,230
,1001 to 10000,COMPUTER_SOFTWARE,231
16000001,1,"",3196
9362057,11 to 25,"",1929
544906,2 to 5,"",3065
16000001,11 to 25,"",3857
16000001,2 to 5,"",1887
16000001,11 to 25,"",4142
8532271,2 to 5,"",4991
16000001,26 to 50,HOSPITALITY,3010
16000001,2 to 5,"",4080
4101109,2 to 5,"",1685
16000001,51 to 200,"",910
16000001,2 to 5,"",3516
16000001,2 to 5,"",4752
16000001,11 to 25,"",3971
16000001,2 to 5,"",4435
1546956,2 to 5,"",3559
16000001,2 to 5,"",1399
16000001,1,"",1687
2013977,26 to 50,BROADCAST_MEDIA,1314
2866533,26 to 50,"",4609
4510295,26 to 50,"",2230
16000001,2 to 5,"",4548
58796,1001 to 10000,CONSUMER_SERVICES,279
,1001 to 10000,"",279
16000001,"","",299
1840438,6 to 10,"",2737
,1001 to 10000,"",4282
16000001,6 to 10,"",2232
5425356,6 to 10,INDUSTRIAL_AUTOMATION,4506
16000001,2 to 5,"",4770
75935,1001 to 10000,Non-Profit/Educational Institution,3474
16000001,2 to 5,"",955
16000001,6 to 10,"",3189
16000001,2 to 5,"",3666
24896,1001 to 10000,Non-Profit/Educational Institution,3352
16000001,2 to 5,"",473
6308472,26 to 50,"",3107
16000001,"","",2330
216502,1001 to 10000,"",795
16000001,2 to 5,"",4723
729729,6 to 10,COMPUTER_SOFTWARE,1647
16000001,"10,001 or more","",484
16000001,2 to 5,"",894
16000001,2 to 5,"",4307
16000001,201 to 1000,"",1867
16000001,"","",2062
16000001,201 to 1000,"",1509
16000001,6 to 10,"",4909
16000001,"","",3472
16000001,26 to 50,"",4549
16000001,2 to 5,"",3743
2012248,6 to 10,"",1489
42051,1001 to 10000,HIGHER_EDUCATION,2546
2549154,26 to 50,CONSUMER_SERVICES,4288
16000001,2 to 5,"",4735
,1001 to 10000,COMPUTER_SOFTWARE,644
16000001,6 to 10,"",1470
3169625,26 to 50,APPAREL_FASHION,1711
16000001,2 to 5,"",4969
16000001,2 to 5,"",4859
16000001,1,"",1926
13657,26 to 50,"",1994
4124307,6 to 10,LEISURE_TRAVEL_TOURISM,1018
1044716,51 to 200,APPAREL_FASHION,3510
2585871,6 to 10,MARKETING_AND_ADVERTISING,4439
460617,51 to 200,"",2594
16000001,6 to 10,LEISURE_TRAVEL_TOURISM,3499
16000001,2 to 5,"",1191
6131,26 to 50,"",2904
16000001,2 to 5,"",415
16000001,26 to 50,WINE_AND_SPIRITS,880
16000001,2 to 5,"",2450
16000001,26 to 50,"",2418
16000001,26 to 50,"",3289
16000001,2 to 5,"",2327
2211089,201 to 1000,INSURANCE,2554
16000001,1,"",4584
16000001,1,"",4964
16000001,2 to 5,"",3254
16000001,1001 to 10000,REAL_ESTATE,929
723029,6 to 10,PUBLISHING,4972
16000001,51 to 200,"",4171
16000001,2 to 5,"",1203
16000001,6 to 10,PROFESSIONAL_TRAINING_COACHING,3089
7820641,11 to 25,"",3664
16000001,6 to 10,"",1911
2273605,6 to 10,"",4808
1046702,6 to 10,Consulting/Advisory,1105
2455365,26 to 50,COMPUTER_NETWORK_SECURITY,2189
103340,201 to 1000,HIGHER_EDUCATION,3825
16000001,26 to 50,MARKETING_AND_ADVERTISING,1130
16000001,11 to 25,"",3373
127918,6 to 10,COMPUTER_SOFTWARE,1973
39626,201 to 1000,Technology - Hardware and Equipment,3280
16000001,6 to 10,MANAGEMENT_CONSULTING,2732
16000001,26 to 50,"",903
16000001,26 to 50,Consulting/Advisory,3498
16000001,"","",2843
16000001,2 to 5,"",327
16000001,1,"",3185
16000001,2 to 5,"",1329
24814,1001 to 10000,Technology - Software,3824
16000001,2 to 5,"",3363
6951343,6 to 10,"",1307
16000001,26 to 50,"",2659
16000001,1,"",4630
16000001,51 to 200,OIL_ENERGY,1765
42636,1001 to 10000,HIGHER_EDUCATION,1384
3547762,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,2921
16000001,6 to 10,"",1220
1958201,26 to 50,MARKETING_AND_ADVERTISING,1910
16000001,2 to 5,"",2719
16000001,6 to 10,"",638
16000001,6 to 10,"",3338
16000001,1,"",3982
16000001,2 to 5,"",1327
16000001,51 to 200,"",2695
4901220,51 to 200,CIVIC_SOCIAL_ORGANIZATION,4985
569810,11 to 25,Technology - Software,1365
23656,201 to 1000,COSMETICS,3520
16000001,2 to 5,"",3919
181759,11 to 25,COMPUTER_SOFTWARE,5007
4941706,1,"",4846
6813426,"","",2110
1506752,201 to 1000,"",2059
16000001,6 to 10,"",3161
16000001,2 to 5,"",3377
657702,1001 to 10000,Consumer Products,4761
,51 to 200,COMPUTER_SOFTWARE,872
2850193,11 to 25,"",742
16000001,"","",2271
16000001,26 to 50,"",3597
16000001,2 to 5,"",2892
16000001,51 to 200,"",983
,51 to 200,COMPUTER_SOFTWARE,748
81311,201 to 1000,Non-Profit/Educational Institution,1336
26258,26 to 50,"",4907
545821,1001 to 10000,Marketing Services,3853
16000001,6 to 10,"",2197
,201 to 1000,INTERNET,1334
16000001,6 to 10,"",3327
16000001,11 to 25,"",3836
35766,51 to 200,Education,2897
602865,201 to 1000,"",4353
16000001,2 to 5,"",625
175,1001 to 10000,Technology - Software,1541
16000001,6 to 10,COMPUTER_NETWORKING,2751
16000001,6 to 10,"",759
16000001,51 to 200,"",1255
16000001,1,"",870
16000001,2 to 5,"",4339
16000001,2 to 5,"",2084
16000001,"","",3727
4983015,"","",1035
16000001,26 to 50,"",2427
16000001,6 to 10,"",1885
16000001,6 to 10,"",3182
142817,2 to 5,"",1457
16000001,2 to 5,"",2656
16000001,11 to 25,"",4159
16000001,11 to 25,"",1045
16000001,2 to 5,"",3974
16000001,11 to 25,"",417
16000001,11 to 25,COMPUTER_SOFTWARE,3199
2755971,6 to 10,"",974
89232,51 to 200,"",2228
125722,1001 to 10000,PHARMACEUTICALS,3012
51383,201 to 1000,LEISURE_TRAVEL_TOURISM,4854
13042,1001 to 10000,LEISURE_TRAVEL_TOURISM,3052
16000001,1,"",487
16000001,1,"",3223
16000001,11 to 25,MEDIA_PRODUCTION,3131
16000001,11 to 25,"",4976
16000001,1,"",4377
16000001,1,"",430
16000001,2 to 5,"",4462
16000001,1,"",2970
418887,51 to 200,CONSUMER_ELECTRONICS,3224
16000001,"","",4984
16000001,2 to 5,"",1176
2689439,51 to 200,SPORTS,3625
6163767,26 to 50,"",1784
16000001,1,"",3910
16000001,6 to 10,MARKETING_AND_ADVERTISING,4546
67155,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,4021
16000001,51 to 200,"",3379
16000001,26 to 50,"",1644
16000001,51 to 200,"",1678
7435484,2 to 5,"",4032
7454365,2 to 5,"",1564
16000001,1,"",2320
448627,11 to 25,"",772
147716,51 to 200,"",3531
16000001,"","",1480
16000001,6 to 10,"",3416
449484,2 to 5,COMPUTER_SOFTWARE,206
16000001,201 to 1000,"",4131
16000001,6 to 10,"",1468
16000001,11 to 25,"",3715
16000001,"","",3779
16000001,51 to 200,Finance and Insurance,2488
16000001,"","",4867
1855982,51 to 200,Recruiting/Staffing,3404
352198,"","",1353
16000001,1,"",1899
16000001,2 to 5,"",3605
16000001,2 to 5,"",3718
16000001,26 to 50,"",496
16000001,"","",4179
16000001,11 to 25,"",4093
16000001,2 to 5,"",1420
16000001,26 to 50,"",3017
1736780,6 to 10,"",2300
1577631,6 to 10,"",478
16000001,2 to 5,"",2185
16000001,"","",1918
162269,51 to 200,HIGHER_EDUCATION,761
4151,26 to 50,COMPUTER_SOFTWARE,4890
16000001,26 to 50,"",4996
16000001,2 to 5,"",3376
16000001,6 to 10,"",1455
16000001,1,"",398
16000001,"10,001 or more",MANAGEMENT_CONSULTING,3355
115939,1001 to 10000,"",4138
2911182,6 to 10,MARKETING_AND_ADVERTISING,806
16000001,1,"",1880
7564186,201 to 1000,"",4461
698470,6 to 10,REAL_ESTATE,2822
6515311,2 to 5,"",1731
651208,1001 to 10000,DEFENSE_SPACE,661
16000001,6 to 10,STAFFING_AND_RECRUITING,5003
16000001,6 to 10,"",546
12201,11 to 25,Manufacturing,4230
8901885,"","",5095
10530025,6 to 10,"",866
4535459,51 to 200,"",4977
16000001,51 to 200,"",4129
16000001,2 to 5,"",1532
16000001,6 to 10,"",357
16000001,1,"",1310
46842,201 to 1000,"",5006
16000001,1,"",4801
16000001,2 to 5,"",1642
16000001,51 to 200,"",2899
16000001,1,"",2774
6828140,6 to 10,"",2810
16000001,26 to 50,"",3552
16000001,1,"",4737
16000001,6 to 10,"",4003
16000001,1,"",4046
1368785,51 to 200,Consulting/Advisory,3846
3234781,2 to 5,"",479
453407,6 to 10,CONSTRUCTION,3162
16000001,"","",4071
16000001,6 to 10,"",1898
16000001,2 to 5,"",400
16000001,6 to 10,"",4531
4062056,26 to 50,COMPUTER_SOFTWARE,4844
5449885,2 to 5,"",1414
16000001,2 to 5,"",1302
16000001,2 to 5,"",4509
16000001,26 to 50,"",3729
16000001,1,"",4038
16000001,6 to 10,"",512
16000001,1,"",4194
280730,26 to 50,REAL_ESTATE,1894
16000001,1,"",422
16000001,"","",1529
9003395,6 to 10,"",2329
8930088,11 to 25,"",1448
16000001,6 to 10,"",3916
16000001,1,"",1060
168347,201 to 1000,MARKETING_AND_ADVERTISING,341
7519937,11 to 25,"",1159
16000001,1,"",1668
16000001,1,"",3964
16000001,"","",985
16000001,6 to 10,"",1024
16000001,1,"",1800
16000001,1,"",1152
16000001,"","",4565
16000001,"","",4082
16000001,2 to 5,"",2081
2716436,6 to 10,"",421
730391,6 to 10,"",1684
911217,2 to 5,NON_PROFIT_ORGANIZATION_MANAGEMENT,2313
16000001,1,"",1854
16000001,6 to 10,LAW_PRACTICE,3881
3458309,"","",1412
2823618,6 to 10,"",4170
16000001,51 to 200,INSURANCE,3756
2620240,6 to 10,"",3851
1518076,26 to 50,"",2469
16000001,2 to 5,"",1799
16000001,1,"",679
16000001,2 to 5,"",1241
16000001,6 to 10,"",2428
16000001,6 to 10,"",3913
6523333,11 to 25,"",4545
5664820,2 to 5,"",2043
2840437,201 to 1000,OUTSOURCING_OFFSHORING,4850
1870823,26 to 50,AIRLINES_AVIATION,2898
16000001,6 to 10,"",1570
7323709,6 to 10,"",2239
,1001 to 10000,COMPUTER_SOFTWARE,4738
2004652,6 to 10,"",2957
16000001,11 to 25,"",4997
1328568,1001 to 10000,"",495
16000001,1001 to 10000,"",3473
4742148,26 to 50,MARKETING_AND_ADVERTISING,4771
3749190,6 to 10,"",830
16000001,"","",1119
16000001,26 to 50,"",373
334987,1001 to 10000,COSMETICS,2861
16000001,"","",1533
16000001,6 to 10,"",3356
16000001,1001 to 10000,COMPUTER_SOFTWARE,4237
16000001,"","",3037
16000001,6 to 10,"",3381
16000001,2 to 5,"",2357
16000001,2 to 5,"",4585
16000001,51 to 200,"",2760
6872381,26 to 50,"",780
16000001,6 to 10,Marketing Services,3247
16000001,26 to 50,"",2494
150052,201 to 1000,HIGHER_EDUCATION,3044
16000001,2 to 5,"",3627
735836,2 to 5,"",3551
16000001,6 to 10,"",1865
16000001,2 to 5,"",3515
,1001 to 10000,COMPUTER_SOFTWARE,2610
1457217,1,MARKETING_AND_ADVERTISING,3711
16000001,11 to 25,"",3362
16000001,51 to 200,"",4188
16000001,26 to 50,"",2493
16000001,6 to 10,"",468
16000001,2 to 5,"",3714
16000001,51 to 200,CONSUMER_ELECTRONICS,2924
16000001,"","",2289
16000001,"","",2669
16000001,1,"",2277
16000001,6 to 10,CONSTRUCTION,3318
2027779,26 to 50,MARKETING_AND_ADVERTISING,4918
,1001 to 10000,"",3724
16000001,1,"",541
16000001,6 to 10,"",4563
16000001,6 to 10,"",3960
16000001,2 to 5,"",3845
16000001,11 to 25,"",4145
1400199,51 to 200,"",738
16000001,"","",798
563569,1001 to 10000,Other,5038
108,1001 to 10000,COMPUTER_SOFTWARE,1796
16000001,2 to 5,"",3708
16000001,51 to 200,INFORMATION_TECHNOLOGY_AND_SERVICES,4654
16000001,"","",2309
5028895,26 to 50,"",1146
16000001,"","",4027
16000001,6 to 10,"",2020
,51 to 200,"",1698
16000001,11 to 25,"",1959
16000001,51 to 200,"",3999
16000001,2 to 5,"",1204
4425402,26 to 50,CONSUMER_SERVICES,4877
16000001,26 to 50,Other,1264
16000001,26 to 50,"",4164
372339,6 to 10,FINANCIAL_SERVICES,2518
16000001,11 to 25,MANAGEMENT_CONSULTING,300
16000001,1,"",4473
4520808,6 to 10,"",1295
16000001,11 to 25,"",381
16000001,6 to 10,"",3394
16000001,1,"",1735
490747,1001 to 10000,COMPUTER_SOFTWARE,702
16000001,51 to 200,HEALTH_WELLNESS_AND_FITNESS,2805
16000001,11 to 25,"",2908
69738,201 to 1000,HIGHER_EDUCATION,4364
16000001,26 to 50,"",4096
4957286,2 to 5,"",462
16000001,2 to 5,"",1443
5496420,26 to 50,"",2198
902260,26 to 50,PUBLISHING,1717
16000001,2 to 5,"",2225
16000001,2 to 5,"",1586
17933,201 to 1000,"",1939
16000001,1,"",991
16000001,2 to 5,"",1767
16000001,26 to 50,"",2304
7428181,6 to 10,INTERNATIONAL_TRADE_AND_DEVELOPMENT,2782
16000001,6 to 10,"",1851
59074,201 to 1000,MARKETING_AND_ADVERTISING,1129
16000001,2 to 5,"",2694
16000001,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,5005
4480,1001 to 10000,Non-Profit/Educational Institution,5049
16000001,51 to 200,"",492
2360776,"",COMPUTER_SOFTWARE,2035
121246,6 to 10,"",1411
16000001,6 to 10,PROFESSIONAL_TRAINING_COACHING,897
16000001,2 to 5,"",3503
785127,26 to 50,COMPUTER_SOFTWARE,1282
16000001,2 to 5,"",1716
16000001,2 to 5,"",1773
16000001,6 to 10,"",5059
16000001,26 to 50,ACCOUNTING,4241
16000001,2 to 5,"",3343
651018,51 to 200,EDUCATION_MANAGEMENT,1238
16000001,2 to 5,"",731
3134837,2 to 5,"",2274
16000001,2 to 5,"",4010
2731269,11 to 25,"",3967
16000001,51 to 200,"",5081
589931,201 to 1000,"",1522
16000001,2 to 5,"",3798
16000001,"","",3935
16000001,6 to 10,"",4316
16000001,26 to 50,"",4163
16000001,201 to 1000,PUBLISHING,4422
1442,"10,001 or more",Other,1034
2729604,51 to 200,SECURITY_AND_INVESTIGATIONS,410
16000001,26 to 50,PRINTING,3761
16000001,1,"",1607
16000001,6 to 10,"",1748
16000001,1,"",2476
16000001,2 to 5,"",1758
16000001,"","",3323
16000001,2 to 5,"",4618
16000001,6 to 10,"",4382
16000001,2 to 5,"",2151
443647,6 to 10,"",3336
16000001,2 to 5,"",2435
16000001,"","",967
16000001,"","",820
16000001,2 to 5,"",749
16000001,6 to 10,"",1743
29213,51 to 200,MARKETING_AND_ADVERTISING,1381
236676,51 to 200,HEALTH_WELLNESS_AND_FITNESS,465
339729,51 to 200,EDUCATION_MANAGEMENT,4564
16000001,6 to 10,"",1815
493410,2 to 5,"",3993
16000001,2 to 5,"",2141
16000001,6 to 10,"",2220
1936058,26 to 50,"",2381
16000001,201 to 1000,"",4041
16000001,1,"",3755
16000001,51 to 200,"",2118
16000001,2 to 5,"",595
3293792,2 to 5,"",792
4288524,6 to 10,"",2689
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,1554
16000001,"","",4507
16000001,6 to 10,"",3293
16000001,1,"",4362
16000001,1,"",315
1237247,201 to 1000,ELECTRICAL_ELECTRONIC_MANUFACTURING,2031
16000001,26 to 50,"",1359
16000001,51 to 200,BUILDING_MATERIALS,1592
605,201 to 1000,"",3897
16000001,51 to 200,"",3543
16000001,"","",4930
16000001,6 to 10,"",2799
16000001,1,"",1701
16000001,26 to 50,"",276
4047383,6 to 10,PUBLISHING,2601
111499,201 to 1000,HIGHER_EDUCATION,2933
2470845,2 to 5,"",2941
16000001,2 to 5,"",4968
9890233,6 to 10,"",1093
1616753,6 to 10,RETAIL,2906
16000001,1,"",2650
9112011,2 to 5,"",2588
2557631,11 to 25,MARKETING_AND_ADVERTISING,2137
16000001,11 to 25,TRANSPORTATION_TRUCKING_RAILROAD,4536
1539,201 to 1000,"",4835
16000001,"","",390
16000001,11 to 25,"",2564
115,11 to 25,COMPUTER_SOFTWARE,2462
1025764,26 to 50,LIBRARIES,1876
16000001,2 to 5,MARKET_RESEARCH,656
16000001,1001 to 10000,"",3249
16000001,201 to 1000,EVENTS_SERVICES,2509
3664216,11 to 25,"",2754
16000001,6 to 10,"",272
16000001,1,"",324
16000001,11 to 25,"",1278
16000001,2 to 5,"",1516
16000001,1,"",297
16000001,"","",3256
16000001,26 to 50,"",2749
2174148,26 to 50,"",4681
16000001,2 to 5,"",758
16000001,6 to 10,"",2705
100868,1,"",1812
16000001,2 to 5,"",654
16000001,6 to 10,"",5195
16000001,6 to 10,"",2224
16000001,1,"",1037
9210,1001 to 10000,"",817
16000001,1,"",4328
16000001,11 to 25,"",2039
6855544,1,"",4879
16000001,1,"",4539
16000001,2 to 5,"",1275
16000001,2 to 5,COMPUTER_SOFTWARE,5011
622,1001 to 10000,Technology - Software,2089
16000001,2 to 5,"",4309
8569423,26 to 50,"",2086
16000001,2 to 5,"",1100
16000001,26 to 50,"",1556
531200,201 to 1000,"",408
16000001,2 to 5,"",4745
16000001,11 to 25,"",4943
,1001 to 10000,COMPUTER_SOFTWARE,4593
16000001,2 to 5,"",2237
3010127,"","",3527
16000001,11 to 25,"",847
16000001,2 to 5,"",1427
7235198,51 to 200,MANAGEMENT_CONSULTING,330
16000001,1001 to 10000,"",4961
7518650,2 to 5,"",986
276549,201 to 1000,Other,2698
16000001,2 to 5,"",3659
16000001,6 to 10,"",1523
10080225,6 to 10,"",3876
16000001,2 to 5,"",1837
16000001,6 to 10,"",821
4312009,1,"",2655
6882807,6 to 10,"",704
16000001,2 to 5,"",4731
16000001,26 to 50,CIVIC_SOCIAL_ORGANIZATION,3493
16000001,2 to 5,"",1356
16000001,201 to 1000,NEWSPAPERS,2881
1280028,6 to 10,TRANSPORTATION_TRUCKING_RAILROAD,1744
16000001,1001 to 10000,"",3004
16000001,2 to 5,"",262
16000001,"","",3558
861548,2 to 5,"",4318
16000001,1,"",1364
16000001,2 to 5,"",3153
16000001,1,"",2244
16000001,1,"",3997
2274503,51 to 200,MANAGEMENT_CONSULTING,1531
16000001,2 to 5,"",1580
10261043,6 to 10,"",3097
16000001,2 to 5,"",1652
16000001,6 to 10,MARKETING_AND_ADVERTISING,884
16000001,6 to 10,"",2948
63856,11 to 25,eCommerce,213
16000001,1,"",774
16000001,51 to 200,"",1769
16000001,26 to 50,"",1751
16000001,6 to 10,"",2489
16000001,2 to 5,"",4690
16000001,6 to 10,"",2852
109802,"10,001 or more","",2526
1233794,51 to 200,Consumer Products,4594
16000001,6 to 10,COMPUTER_SOFTWARE,2796
16000001,1,"",2464
31,1001 to 10000,"",1141
24153,1001 to 10000,HIGHER_EDUCATION,3445
16000001,2 to 5,"",1512
707668,2 to 5,"",799
16000001,2 to 5,"",4193
2837454,11 to 25,"",5032
16000001,6 to 10,"",1963
85537,1001 to 10000,GOVERNMENT_ADMINISTRATION,3215
1095738,"","",1819
362293,201 to 1000,Technology - Software,291
16000001,"","",4015
16000001,2 to 5,"",1897
3869855,26 to 50,"",1400
16000001,6 to 10,"",3108
872302,11 to 25,Technology - Software,2986
16000001,2 to 5,"",1560
2872598,6 to 10,MANAGEMENT_CONSULTING,4668
16000001,1,"",1442
3397504,6 to 10,MEDIA_PRODUCTION,4112
,1,"",1888
16000001,6 to 10,"",4789
579787,201 to 1000,"",4078
16000001,26 to 50,"",911
16000001,"","",622
16000001,2 to 5,"",1319
,1001 to 10000,COMPUTER_SOFTWARE,3081
935810,1,"",1091
2542166,201 to 1000,"",4616
16000001,1,MANAGEMENT_CONSULTING,4388
16000001,6 to 10,PUBLIC_RELATIONS_AND_COMMUNICATIONS,3172
3081828,6 to 10,COMPUTER_SOFTWARE,4983
,1001 to 10000,COMPUTER_SOFTWARE,2158
4461420,6 to 10,"",3325
16000001,6 to 10,"",3562
16000001,11 to 25,"",2463
16000001,"","",397
16000001,51 to 200,COMPUTER_HARDWARE,2504
16000001,1,"",1676
16000001,6 to 10,"",2096
2552161,2 to 5,"",2241
16000001,1,"",4871
6371784,2 to 5,"",4759
16000001,1,"",5127
16000001,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,3163
16000001,"","",335
2197593,201 to 1000,INFORMATION_TECHNOLOGY_AND_SERVICES,1617
16000001,26 to 50,"",4386
32796,1001 to 10000,CONSUMER_ELECTRONICS,3109
18858,26 to 50,Healthcare,3111
87202,201 to 1000,UTILITIES,1573
16000001,1,"",4578
16000001,1,"",1379
16000001,11 to 25,"",4062
16000001,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,3165
16000001,26 to 50,INFORMATION_TECHNOLOGY_AND_SERVICES,3164
16000001,2 to 5,"",2200
16000001,2 to 5,"",2429
16000001,1,"",4220
16000001,1,"",3250
16000001,6 to 10,"",3201
1491747,11 to 25,"",4999
2476,26 to 50,Non-Profit/Educational Institution,3669
1516343,"","",4633
16000001,6 to 10,"",4925
3946379,"","",3484
16000001,"","",3022
16000001,2 to 5,"",2475
42045,1001 to 10000,APPAREL_FASHION,4675
2084707,6 to 10,"",5066
16000001,"","",1210
1392042,2 to 5,"",455
16000001,"","",5051
16000001,"","",3303
42051,1001 to 10000,HIGHER_EDUCATION,2545
,"10,001 or more",COMPUTER_SOFTWARE,1048
657943,2 to 5,"",1705
2751590,51 to 200,HOSPITALITY,2976
16000001,26 to 50,"",352
4329532,11 to 25,"",5058
16000001,2 to 5,"",5044
16000001,2 to 5,"",2497
2286123,26 to 50,"",429
,1001 to 10000,COMPUTER_SOFTWARE,2199
3159760,2 to 5,"",3248
16000001,2 to 5,"",3760
16000001,51 to 200,IMPORT_AND_EXPORT,832
341874,2 to 5,"",3726
2935446,"","",1864
16000001,11 to 25,"",886
16000001,51 to 200,"",4842
1264737,2 to 5,"",1609
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,2662
16000001,"","",2840
1420806,11 to 25,INFORMATION_TECHNOLOGY_AND_SERVICES,1954
82,201 to 1000,COMPUTER_SOFTWARE,2753
16000001,1,"",2917
16000001,1,"",2938
262010,26 to 50,"",4174
17645,1001 to 10000,Non-Profit/Educational Institution,2124
16000001,2 to 5,"",1398
16000001,1,"",4210
16000001,26 to 50,UTILITIES,4895
439654,"","",3154
261642,51 to 200,Consumer Products,3169
1161634,6 to 10,"",4811
16000001,26 to 50,"Health, Medical, & Wellness",4947
16000001,1,"",2551
16000001,6 to 10,"",2052
16000001,2 to 5,"",2452
296896,6 to 10,COMPUTER_SOFTWARE,1704
16000001,1,"",1432
3315629,26 to 50,"",4331
16000001,6 to 10,"",2249
10149007,26 to 50,NON_PROFIT_ORGANIZATION_MANAGEMENT,567
3886177,51 to 200,COMPUTER_SOFTWARE,1096
16000001,1,"",1823
6131,26 to 50,"",2903
,1,"",1217
16000001,11 to 25,"",2831
16000001,51 to 200,IMPORT_AND_EXPORT,836
16000001,"",CONSTRUCTION,1873
16000001,2 to 5,"",2806
85730,51 to 200,"",2788
7738855,11 to 25,COMPUTER_SOFTWARE,2083
1139301,26 to 50,"",3451
16000001,1,"",2402
3918925,6 to 10,"",542
16000001,2 to 5,"",1231
16000001,51 to 200,IMPORT_AND_EXPORT,838
2497213,201 to 1000,FINANCIAL_SERVICES,3990
16000001,2 to 5,"",1747
16000001,1,"",1816
16000001,6 to 10,INFORMATION_TECHNOLOGY_AND_SERVICES,438
16000001,2 to 5,"",2319
16000001,6 to 10,"",3596
16000001,2 to 5,"",3623
16000001,1,"",1284
7226375,6 to 10,"",5089
16000001,2 to 5,"",2041
16000001,6 to 10,"",4260
16000001,2 to 5,"",2582
161239,51 to 200,Healthcare,1555
16000001,1,"",2829
16000001,1,"",4213
16000001,"","",1227
16000001,1,"",924
16000001,26 to 50,"",4917
16000001,6 to 10,"",2756
16000001,2 to 5,"",1423
16000001,1,"",3464
2269063,201 to 1000,INFORMATION_TECHNOLOGY_AND_SERVICES,2715
16000001,6 to 10,RELIGIOUS_INSTITUTIONS,4511
16000001,6 to 10,"",3119
16000001,2 to 5,"",4408
16000001,11 to 25,"",2461
16000001,6 to 10,"",458
546230,11 to 25,"",1726
112296,26 to 50,"",4149
16000001,"","",3137
16000001,6 to 10,MARKETING_AND_ADVERTISING,2085
16000001,26 to 50,"",2615
548582,26 to 50,"",1155
16000001,2 to 5,"",2797
6136996,1001 to 10000,OIL_ENERGY,5132
8582692,201 to 1000,"",4898
4376916,26 to 50,"",4528
5543159,6 to 10,COMPUTER_SOFTWARE,5136
16000001,6 to 10,"",2191
16000001,51 to 200,"",1835
16000001,1,"",868
16000001,11 to 25,"",1436
